1,ದಿ. ಶ್ರೀ. ಹೊಸ್ತೋಟ  ಮಂಜುನಾಥ  ಭಾಗ್ವತ . 
2,ಯಕ್ಷಗಾನದ ಆರಾಧಕ , ಸಂಶೋಧಕ, ಕವಿ ,. ಸಾಹಿತ್ಯಕಾರ. 
